Assembly,Spieces,ST,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N90,auN,L50,L90,# N's per 100 kbp,K_type,strain,species,species_match,contig_count,N50,largest_contig,total_size,ambiguous_bases,QC_warnings,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,YbST,Colibactin,CbST,Aerobactin,AbST,Salmochelin,SmST,RmpADC,RmST,rmpA2,wzi,K_locus,K_type,K_locus_problems,K_locus_confidence,K_locus_identity,K_locus_missing_genes,O_locus,O_type,O_locus_problems,O_locus_confidence,O_locus_identity,O_locus_missing_genes,AGly_acquired,Col_acquired,Fcyn_acquired,Flq_acquired,Gly_acquired,MLS_acquired,Phe_acquired,Rif_acquired,Sul_acquired,Tet_acquired,Tgc_acquired,Tmt_acquired,Bla_acquired,Bla_inhR_acquired,Bla_ESBL_acquired,Bla_ESBL_inhR_acquired,Bla_Carb_acquired,Bla_chr,SHV_mutations,Omp_mutations,Col_mutations,Flq_mutations,truncated_resistance_hits,spurious_resistance_hits,Chr_ST,gapA,infB,mdh,pgi,phoE,rpoB,tonB,ybtS,ybtX,ybtQ,ybtP,ybtA,irp2,irp1,ybtU,ybtT,ybtE,fyuA,clbA,clbB,clbC,clbD,clbE,clbF,clbG,clbH,clbI,clbL,clbM,clbN,clbO,clbP,clbQ,iucA,iucB,iucC,iucD,iutA,iroB,iroC,iroD,iroN,rmpA,rmpD,rmpC,spurious_virulence_hits,gapA,infB,mdh,pgi,phoE,rpoB,tonB
ERR3891171,klebsiella,392,1360,220,105,87,60,36,6377234,5990206,5723820,5598623,5169091,4359650,362,289703,6084123,56.59,97989,13828,120363.1,18,77,0,KL23?-+,ERR3891171,Klebsiella pneumoniae,strong,1360,88623,289703,6377234,no,-,ST392,0,2,9,13,-,0,-,0,-,0,-,0,-,0,-,wzi187,KL23,K23,?-+,Good,97.11%,"KL23_06_wzc,KL23_10_wzy",O4,O4,none,Very high,99.71%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-11.v1^,35Q,-,-,GyrA-83I;ParC-80I,-,aac(3)-VIa*?-0%;dfrA12?-0%;fosA7.5*?-0%,ST392,3,4,6,1,7,4,40,-,-,-,-,-,-,-,12*,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ybtX_100*-0%;ybtS_70*-0%;ybtA_39*-0%;clbE_2*-0%,gapA(3),infB(4),mdh(6),pgi(1),phoE(7),rpoB(4),tonB(40)
ERR3891198,klebsiella,610,1108,288,94,73,50,40,6176392,5889592,5484842,5340353,4977485,4617505,421,267179,5986334,56.84,99591,7725,116124.7,18,79,0,KL55?-*,ERR3891198,Klebsiella pneumoniae,strong,1108,92789,267179,6176392,no,-,ST610,1,2,9,13,ybt 9; ICEKp3,209-1LV,-,0,-,0,-,0,-,0,-,wzi305,KL55,K55,?-*,Good,96.23%,KL55_03_wzi,O3/O3a,O3/O3a,*,Very high,95.50%,NA,aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1,-,-,qnrB1.v2^,-,-,CatB4.v1?,-,sul2,tet(A).v1,-,dfrA14.v2*,OXA-1^;TEM-1D.v1^,-,CTX-M-15,-,OXA-48,SHV-11.v1^,35Q,-,-,-,-,catA1*?-0%;dfrA1.v1?-66%;sat-2?-59%;sul1?-0%,ST610,4,5,1,29,1,4,23,5,19,6,5,1,51*,48,9,5,5,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(4),infB(5),mdh(1),pgi(29),phoE(1),rpoB(4),tonB(23)
ERR3891163,klebsiella,14,718,142,84,69,57,36,6015130,5830526,5708241,5600970,5397272,4648167,222,502371,5884889,56.77,105159,27401,160612.8,15,54,0,KL2,ERR3891163,Klebsiella pneumoniae,strong,718,103316,502371,6015130,no,-,ST14,1,2,10,24,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.73%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,SHV-11.v1^,35Q,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891183,klebsiella,14,364,113,78,68,55,42,5799378,5751678,5681537,5611166,5384414,4936397,126,301170,5761224,56.84,107964,34393,128736,17,49,0,KL2?-,ERR3891183,Klebsiella pneumoniae,strong,364,107964,301170,5799378,no,-,ST14,1,3,9,14,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,unknown (KL2),unknown (K2),?-,None,99.72%,"KL2_12,KL2_13,KL2_14_wcaJ,KL2_15_gnd",O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,NDM-1,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891211,klebsiella,14,205,100,73,66,54,39,5520419,5499153,5437504,5382040,5169338,4641187,109,387525,5505184,57.32,112283,34349,134902.8,16,47,0,KL2,ERR3891211,Klebsiella pneumoniae,strong,205,112283,387525,5520419,no,-,ST14,1,0,6,6,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,CatB4.v1?;catA1^,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891226,klebsiella,14,229,98,72,66,55,38,5527928,5501410,5445927,5398521,5204271,4603534,104,326143,5505783,57.32,112283,34349,138014,15,47,0,KL2,ERR3891226,Klebsiella pneumoniae,strong,229,112283,326143,5527928,no,-,ST14,1,0,6,6,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,CatB4.v1?;catA1^,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891018,klebsiella,14,427,133,84,71,56,36,5958108,5881052,5768169,5665259,5389954,4671003,152,502351,5895021,56.68,112471,27135,155496.6,16,53,0,KL2,ERR3891018,Klebsiella pneumoniae,strong,427,112471,502351,5958108,no,-,ST14,1,2,10,22,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA*;aadA2^;aph(3')-VI?;armA;sat-2,-,-,-,-,ereA2*;ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%;tet(X6)*-25%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891025,klebsiella,14,420,120,78,70,55,36,5951811,5868545,5774957,5718037,5442767,4754718,141,353761,5884652,56.71,112471,31083,149232.3,15,50,0,KL2,ERR3891025,Klebsiella pneumoniae,strong,420,112471,353761,5951811,no,-,ST14,1,2,9,17,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI?;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%,OXA-245*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891181,klebsiella,14,860,108,74,64,56,40,5997592,5758245,5694297,5623251,5470821,4900783,173,326187,5801981,56.84,112471,35887,138097.2,16,48,0,KL2,ERR3891181,Klebsiella pneumoniae,strong,860,110552,326187,5997592,no,-,ST14,1,0,6,12,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;sat-2;strA.v1*;strB.v1*,-,-,-,-,-,CatB4.v1?;catA1^,-,sul1*;sul2,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,TEM-122*?-64%;aac(3)-IId*?-71%;tet(A).v1*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891214,klebsiella,2096,279,110,74,65,55,40,5775977,5744404,5654920,5583654,5415292,4856061,119,458199,5750906,56.79,118058,41008,152796.2,16,48,0,KL64-,ERR3891214,Klebsiella pneumoniae,strong,279,118058,458199,5775977,no,-,ST2096,3,3,11,17,-,0,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,-,High,99.99%,KL64_16_wcaJ,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,MgrB-62%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891021,klebsiella,14,499,130,83,72,57,37,5966485,5871457,5768060,5687637,5432320,4717359,151,502351,5886712,56.7,121884,30695,149983.2,16,53,0,KL2,ERR3891021,Klebsiella pneumoniae,strong,499,121884,502351,5966485,no,-,ST14,1,2,9,20,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%;tet(X6)*-25%,aadA23*?-0%;aadA8b?-78%;qnrS10?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891044,klebsiella,101,462,117,75,68,56,41,5890902,5783243,5695041,5648090,5421757,4873418,154,289442,5807835,56.54,122954,34327,127496.8,17,50,0,KL17,ERR3891044,Klebsiella pneumoniae,strong,462,122954,289442,5890902,no,-,ST101,4,1,6,9,ybt 9; ICEKp3,183,-,0,iuc 1,63-1LV,-,0,-,0,rmpA2_6*-47%,wzi137,KL17,K17,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.03%,NA,aph3-Ia.v1^;armA,-,-,-,-,mphA;mphE.v2;msrE,-,-,sul1;sul2,-,-,dfrA5,-,-,CTX-M-15,-,-,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,-,-,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,15,1,1*,1,-,-,-,-,-,-,-,-,gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
ERR3891055,klebsiella,15,560,118,78,68,53,36,5773069,5655089,5577663,5509791,5274058,4629536,138,252996,5667981,56.97,123183,34393,128372.3,16,47,0,KL24?-,ERR3891055,Klebsiella pneumoniae,strong,560,116914,252996,5773069,no,-,ST15,1,2,7,10,ybt 10; ICEKp4,162,-,0,-,0,-,0,-,0,-,wzi24,KL24,K24,?-,Good,100.00%,KL24_13_wcuG,O1/O2v1,O1,none,Very high,98.52%,NA,aac(6')-Ib'.v1;aph(3')-VI,-,-,qnrS1,-,-,-,-,sul1^,-,-,dfrA15.v2,OXA-9.v1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-48,SHV-28.v1^,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,aadA?-86%,sat-2?-0%,ST15,1,1,1,1,1,1,1,47,12,4,3,3,35,50,3,10,23,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(1),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891225,klebsiella,14,184,92,66,60,52,37,5517726,5498919,5443081,5397587,5243562,4717221,99,515286,5503816,57.33,125294,37596,165505.6,14,43,0,KL2,ERR3891225,Klebsiella pneumoniae,strong,184,125294,515286,5517726,no,-,ST14,1,0,6,6,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,CatB4.v1?;catA1^,-,-,-,-,dfrA1.v1,OXA-1,-,-,-,-,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891217,klebsiella,2096,284,101,74,65,57,43,5827810,5798260,5738559,5664624,5523441,5038493,111,357886,5805109,56.74,125908,41706,133688.2,17,48,0,KL64,ERR3891217,Klebsiella pneumoniae,strong,284,125908,357886,5827810,no,-,ST2096,4,2,9,14,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891074,klebsiella,14,503,156,92,75,59,36,6167160,6062635,5922923,5794051,5536474,4739720,192,354497,6087218,56.57,125957,27135,143419.5,15,57,0,KL2,ERR3891074,Klebsiella pneumoniae,strong,503,124791,354497,6167160,no,-,ST14,1,3,12,25,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA*;aadA2;aph(3')-VI;armA;sat-2,mcr-1.1,-,-,-,ereA*;ereA2*;ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1,tet(A).v1,-,dfrA1.v1;dfrA32,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1;OXA-232,-,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-106*?-0%;aac(3)-IIa.v1?-0%;tet(X6)*-25%,-,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891126,klebsiella,835,3151,117,66,58,47,36,6377421,5512220,5409235,5346652,5160082,4749553,228,299020,5583551,57.01,127519,37662,149306.6,14,43,0,KL47?,ERR3891126,Klebsiella pneumoniae,strong,3151,112516,299020,6377421,no,-,ST835,0,2,4,4,-,0,-,0,-,0,-,0,-,0,-,-,KL47,K47,?,Good,99.20%,NA,O1/O2v1,O1,none,Very high,98.34%,NA,aac(6')-Ib'.v1*,-,-,-,-,-,CatB4.v1?,-,sul1,-,-,-,-,-,-,-,OXA-232,SHV-33,-,-,-,-,-,OXA-1*?-0%;aadA2*?-0%;aadA5*?-60%;arr-2?-41%;catA1*?-0%;ermB.v2*?-0%;mphA?-58%;mphE.v2*?-63%;msrE?-43%;tet(D)*?-0%,ST835,2,1,2,1,10,1,57,-,100*-82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,iucD_1*-0%,gapA(2),infB(1),mdh(2),pgi(1),phoE(10),rpoB(1),tonB(57)
ERR3891203,klebsiella,48,332,111,78,68,51,39,5773628,5735726,5658871,5587101,5298784,4903226,126,282946,5746022,56.71,129408,31778,136504.8,16,47,0,KL124,ERR3891203,Klebsiella pneumoniae,strong,332,129408,282946,5773628,no,-,ST48,1,2,9,14,ybt 10; ICEKp4,81,-,0,-,0,-,0,-,0,-,wzi167,KL124,unknown (KL124),none,Very high,99.62%,NA,O1/O2v1,O1,none,Very high,98.31%,NA,aac(3)-IIg;aac(6')-IIc;aadA*;aph(3')-Ia*?,-,-,-,-,-,CatB4.v1?;catA1^,-,sul1^,tet(A).v1,-,dfrA30*,OXA-1;TEM-1D.v1^,-,CTX-M-15;SHV-5^,-,OXA-48,-,238S;240K,-,-,GyrA-83F,OXA-9.v1*-42%;aac(6')-Ib'.v1?-0%;ereA2*?-0%,-,ST48,2,5,2,2,7,1,10,3,12,4,19,3,42,39,3,10,9,24,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(2),infB(5),mdh(2),pgi(2),phoE(7),rpoB(1),tonB(10)
ERR3891117,klebsiella,101,646,116,74,66,51,39,6003796,5851240,5756279,5700728,5423292,4959785,155,449720,5877140,56.49,129551,37748,150193.2,16,47,0,KL17,ERR3891117,Klebsiella pneumoniae,strong,646,129551,449720,6003796,no,-,ST101,4,2,7,13,ybt 9; ICEKp3,183,-,0,iuc 1,63-1LV,-,0,-,0,rmpA2_6*-47%,wzi137,KL17,K17,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.03%,NA,aph3-Ia.v1^;armA;strA.v1;strB.v1,-,-,-,-,mphA;mphE.v2;msrE,-,-,sul1;sul2,-,-,dfrA5,-,-,CTX-M-14^;CTX-M-15,-,OXA-48,SHV-1^,-,OmpK35-17%;OmpK36GD,-,GyrA-83Y;GyrA-87N;ParC-80I,-,-,ST101,2,6,1,5,4,1,6,5,11,6,5,1,25,37,9,5,5,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,15,1,1*,1,-,-,-,-,-,-,-,-,gapA(2),infB(6),mdh(1),pgi(5),phoE(4),rpoB(1),tonB(6)
ERR3891207,klebsiella,2096,216,96,65,59,53,42,5740265,5716947,5646613,5594867,5483294,5069369,103,521852,5721787,56.78,129801,44908,159138.2,15,44,0,KL64,ERR3891207,Klebsiella pneumoniae,strong,216,129801,521852,5740265,no,-,ST2096,4,2,10,16,ybt 14; ICEKp5,140-1LV,-,0,iuc 1,1,-,0,-,0,rmpA2_8-60%,wzi64,KL64,K64,none,Very high,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;aadA2^;armA*;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?,-,sul1,tet(D),-,dfrA1.v1;dfrA12;dfrA14.v2*,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,1,1,1,-,-,-,-,55-60%,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891230,klebsiella,2096,255,98,67,60,53,41,5688157,5656045,5582332,5530774,5414944,4988235,106,521730,5661007,56.95,129801,42188,154422.2,16,44,0,KL64,ERR3891230,Klebsiella pneumoniae,strong,255,129801,521730,5688157,no,-,ST2096,1,2,8,10,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi64,KL64,K64,none,Perfect,100.00%,NA,O1/O2v1,O1,none,Very high,98.64%,NA,aac(6')-Ib-cr.v2;sat-2,-,-,-,-,-,CatB4.v1?;catA1^,-,-,tet(D),-,dfrA1.v1,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,OXA-232,SHV-28.v1^,-,OmpK36GD,-,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST2096,1,6,1,1,1,46,1,4,100,31,4,1,67,171,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(46),tonB(1)
ERR3891028,klebsiella,14,233,104,74,64,52,36,5676743,5644046,5582178,5506353,5306749,4717341,115,353761,5651968,56.91,129839,35888,151669.7,14,45,0,KL2,ERR3891028,Klebsiella pneumoniae,strong,233,129839,353761,5676743,no,-,ST14,0,3,9,14,-,0,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(6')-Ib-cr.v2;aadA2^;aph(3')-VI;armA;sat-2,-,-,-,-,mphE.v2^;msrE,CatB4.v1?;catA1^,-,sul1,-,-,dfrA1.v1;dfrA12,OXA-1,-,-,-,NDM-1,SHV-28.v1^,-,OmpK36GD,MgrB-2%,GyrA-83Y;GyrA-87G;ParC-80I,-,-,ST14,1,6,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
ERR3891176,klebsiella,14,838,141,81,68,55,36,6073831,5847871,5716175,5619730,5395467,4699131,220,502345,5901146,56.77,129839,29056,154712.4,15,52,0,KL2,ERR3891176,Klebsiella pneumoniae,strong,838,112471,502345,6073831,no,-,ST14,1,2,10,24,ybt 14; ICEKp5,140-1LV,-,0,-,0,-,0,-,0,-,wzi2,KL2,K2,none,Very high,99.74%,NA,O1/O2v1,O1,none,Very high,99.99%,NA,aac(3)-IId^;aac(6')-Ib-cr.v2;aadA2*;aph(3')-VI;armA;sat-2;strA.v1*;strB.v1*,-,-,-,-,ereA2*;ermB.v1*;mphE.v2^;msrE,CatB4.v1?;catA1^;cmlA5,arr-2,sul1;sul2,-,-,dfrA1.v1;dfrA12,OXA-1;TEM-1D.v1^,-,CTX-M-15,-,NDM-1,-,-,-,-,GyrA-83Y;GyrA-87G;ParC-80I,SHV-11.v1*?-0%;tet(X6)*-25%,aadA24*?-0%,ST14,1,6,1,1,1,1,1,4,4,31,4,1,67,514,2,4,4,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,gapA(1),infB(6),mdh(1),pgi(1),phoE(1),rpoB(1),tonB(1)
